Municipality;Address;Building;Year_of_listing;Year_of_construction;Period;Description;Full_address;Latitude;Longitude
Aalborg;Kattesundet 20, hj;af Borgergade;1983;1700;Baroque and rococo;Pakhuse i Kattesundet og Borgergade. Det toetages pakhus mod Borgergade (1700-tallet), det treetages pakhus mod Kattesundet (slutn. af 1600-tallet) og den hermed sammenbyggede toetages bygning med halvtagsudbygning mod gården. Fredet 1983.*;Kattesundet 20, hj, Aalborg, Danmark;;
Aalborg;Restrup Kærvej 10;Store Restrup;1918;1723;Baroque and rococo;Den trefløjede hovedbygning (1723, ombygget ca. 1760-70) samt mur med piller mod øst og graven mod west. Fredet 1918.*;Restrup Kærvej 10, Aalborg, Danmark;57,0067830;9,7729250
Aalborg;Fjordgade 2;Fjordgade 2;1972;;;Forhuset. Fredet 1972.*;Fjordgade 2, Aalborg, Danmark;57,0468350;9,9253860
Aarhus;Mejlgade 19;Juuls Gaard;1919;1625;Renaissance;Forhus mod Mejlgade med to sidehuse og baghus (forhuset ca. 1625). Fredet 1919. Udvidet 1970.*;Mejlgade 19, Aarhus, Danmark;56,1582420;10,2119420
Aarhus;Mejlgade 25;Mejlgade 25;1970;1550;Renaissance;Forhuset. Fredet 1970.*;Mejlgade 25, Aarhus, Danmark;56,1585830;10,2119510
Aarhus;Skolegade 15-17;Skolegade 15-17;1924;1642;Renaissance;Forhuset med to sidehuse (1642) og hegnsmuren om gården. Fredet 1924.*;Skolegade 15-17, Aarhus, Danmark;56,1554313;10,2114865
Aarhus;Vestergade 1;Vestergade 1;1919;1600;Renaissance;Forhus, sidehus og baghus (1600-tallet). Fredet 1919.*;Vestergade 1, Aarhus, Danmark;56,1575630;10,2067410
Aarhus;Alstrup Allé 11;Glasalstrup;2024;1967;Modernism;J.A. Alstrup A/S’ administrationsbygning, ”Glasalstrup”, (1967 af Knud Blach Petersen) med nære omgivelser i form af græsplænen, betonstøttemuren langs og i fortsættelse af Alstrup Allé og fyrretræsbeplantningerne. Fredet 2024.*;Alstrup Allé 11, Aarhus, Danmark;56,1024110;10,0960600
Aarhus;Fenrisvej 31;Århus Statsgymnasium;2004;1958;Modernism;Skolebygningen, gymnastiksalen, den tidligere rektorbolig (undtagen forbindelsesgang og tilbygning fra 1996), den tidligere pedelbolig samt omgivelser i form af forpladsen, trapperne, gårdhaven med vandbassin og øvrige befæstede arealer (1958 af Arne Gravers og Johan Richter) med relieffer af Asger Jorn og en gobelin af Asger Jorn og Pierre Wermaëre samt de to senere tilbyggede fløje til skolebygningen (1971 af Kjær og Richter) med senere forbindelsesbygning. Fredet 2004.;Fenrisvej 31, Aarhus, Danmark;56,1612320;10,1706430
Aarhus;Højen 13, Brabrand;Højen 13, Brabrand;2008;1958;Modernism;Villaen med tilbygning , udhus og carport samt den indre gård med omgivende mure (1958, udvidet 1970 af Knud Friis). Fredet 2008.;Højen 13, Brabrand, Aarhus, Danmark;56,1572460;10,1114670
Aarhus;Klostergade 59;Vor Frue Kloster, Århus Hospital (tidl.);1918;middelalder;Medieval;Sortebrødreklostrets fløje mod vest, nord og øst samt fratergangen langs klosterkirkens nordside (middelalder, stærkt ombygget 1878-79 af N.P. Holsøe, gennemgangen i nordfløjen 1956 af Aksel Skov). Fredet 1918.*;Klostergade 59, Aarhus, Danmark;56,1584070;10,2051250
Aarhus;Storetorv 3;Den Grå Kannikegård;1954;1300-tallet;Medieval;De hvælvede kældre. Fredet 1954.;Storetorv 3, Aarhus, Danmark;;
Aarhus;Badstuegade 1H;Badstuegade 1H;1970;1809;Classicism;Pakhuset (1809). Fredet 1970.*;Badstuegade 1H, Aarhus, Danmark;56,1581620;10,2077600
Aarhus;Bedervej 101, Vilhelmsborg Allé 1, Vilhelmsborgvej 4-12;Vilhelmsborg;1945;1842;Classicism;"Hovedbygningen (1842-44 af Ferdinand Thielemann) og den sammenbyggede pavillonbygning i øst, staldgården bestående af forpagterbolig, hestestalden med vognremise, agerumslade, kostald og herskabsstald (1856-57 af Gustav Martens) samt smedien (ca. 1870) og de fire landarbejderboliger ved Vilhelmsborgvej (""Polakhusene"", 1892). Fredet 1945.*";Bedervej 101, Vilhelmsborg Allé 1, Vilhelmsborgvej 4-12, Aarhus, Danmark;;
Aarhus;Fredens Torv 3B;Trods Katholm;1970;1847;Classicism;Pakhuset mod Fredensgade 3 og muren mod Fredens Torv (1847-50). Fredet 1970.*;Fredens Torv 3B, Aarhus, Danmark;56,1538450;10,2099440
Aarhus;Frederiksgade 79;Købmand Herskinds Gård;1970;1816;Classicism;Forhus med bindingsværkslænge (1816). Fredet 1970.*;Frederiksgade 79, Aarhus, Danmark;56,1537130;10,2032560
Aarhus;Gedingvej 2;Thoralds Hus;2010;midten af 1700-tallet;Classicism;Thoralds Hus (midten af 1700-tallet) med omgivende stenpikning og hækken mod vej. Fredet 2010. *;Gedingvej 2, Aarhus, Danmark;56,1934670;10,1113220
Aarhus;Klostergade 56;Klostergade 56;1970;1812;Classicism;Den trelængede gård (forhuset muligvis af bygmester A.G. Monrad 1812). Fredet 1970.*;Klostergade 56, Aarhus, Danmark;56,1588780;10,2052040
Aarhus;Lyngbygårdsvej 25;Lyngbygård;1918;1755;Classicism;Hovedbygningen (1755 og 1775, kælderen 1500-tallet). Fredet 1918.;Lyngbygårdsvej 25, Aarhus, Danmark;56,1699100;10,0279190
Aarhus;Mejlgade 43;Mejlgade 43;1970;1831;Classicism;Forhus med sidehus og baghus (1831). Fredet 1970.*;Mejlgade 43, Aarhus, Danmark;56,1594750;10,2122100
Aarhus;Mejlgade 45;Mejlgade 45;1970;1842;Classicism;Forhuset (1842-43), sidehuset (1858), auktionshuset inkl. interiører og den hermed sammenbyggede vinkelformede lagerbygning (1875-76) samt hegnsmuren mod Snævringen. Fredet 1970. Udvidet 1989.*;Mejlgade 45, Aarhus, Danmark;56,1595270;10,2124390
Aarhus;Mejlgade 48;Mejlgade 48;1970;senest 1771;Classicism;Forhuset. Fredet 1970.*;Mejlgade 48, Aarhus, Danmark;56,1596670;10,2127820
Aarhus;Mejlgade 52-54;Mejlgade 52-54;1970;1837;Classicism;Forhuset. Fredet 1970.*;Mejlgade 52-54, Aarhus, Danmark;56,1568193;10,2115756
Aarhus;Mejlgade 7;Mejlgade 7;1992;1848;Classicism;Forhuset og sidehuset (1848). Fredet 1992.*;Mejlgade 7, Aarhus, Danmark;56,1578120;10,2117980
Aarhus;Mindegade 8;Hans Broges Gård;1970;1849;Classicism;Forhus og sidehus (1849 formentlig af Hans Wilhelm Schrøder). Fredet 1970.*;Mindegade 8, Aarhus, Danmark;56,1537390;10,2111640
Aarhus;Moesgård Allé 18-20;Moesgård;1918;1780;Classicism;Hovedbygningen med de krumme fløje (1780-84 af Christian Joseph Zuber) og alle avlsbygninger omkring gårdspladsen og hovedindkørslen mod vest samt forbindelsesmurene mellem hovedbygning og avlsgård. Fredet 1918. Udvidet 1989.*;Moesgård Allé 18-20, Aarhus, Danmark;56,0841776;10,2097614
Aarhus;Nørreport 20;Raaes Gård;1919;1798;Classicism;Forhus og sidelænge (1798 af Anders Kruuse). Fredet 1919.*;Nørreport 20, Aarhus, Danmark;56,1611890;10,2124630
Aarhus;Skolegyde 1-3;Århus Katedralskole;1919;1808;Classicism;Den gamle rektorbolig (1808). Fredet 1919. Den gamle skolebygning (1763 af Christian Mørup, ombygget i 1840'rne af Hans Wilhelm Schrøder og i 1905 af Hack Kampmann), den røde bygning (1903-05 af Hack Kampmann) samt de nye bygninger, henholdsvis mod Mejlgade og mod Skolebakken. Udvidet 1996.;Skolegyde 1-3, Aarhus, Danmark;56,1564698;10,2124625
Aarhus;Skovagervej 2;Psykiatrisk Hospital;1979;1849;Classicism;Den oprindelige trefløjede hovedbygning med tværfløje/sidefløjene (1849-50 af Gottlieb Bindesbøll) samt de to fritliggende længer vest herfor (1849-50 af Gottlieb Bindesbøll og forlænget i 1860'erne af Ferdinand Meldahl). Fredet 1979. Udvidet 1997.*;Skovagervej 2, Aarhus, Danmark;56,1856569;10,2266150
Aarhus;Skovmøllevej 51 og 53;Moesgård Skovmølle;1959;1785;Classicism;Vandmøllen (1785, øverste etage tilbygget 1852), de to stuehuse i nord og syd samt den østre bygning. Fredet 1959.*;Skovmøllevej 51 og 53, Aarhus, Danmark;56,0845080;10,2353660
Aarhus;Studsgade 29;Studsgade 29;1972;1842;Classicism;Forhuset (1842-44). Fredet 1972.*;Studsgade 29, Aarhus, Danmark;56,1600730;10,2112650
Aarhus;Studsgade 31;Studsgade 31;1972;1841;Classicism;Forhus med sidehus (facaden 1841, resten fra beg. af 1700-tallet). Fredet 1972.*;Studsgade 31, Aarhus, Danmark;56,1602140;10,2115130
Aarhus;Studsgade 33;Studsgade 33;1972;1847;Classicism;Forhuset og baghuset (1847) samt fabriksbygningen (1893 for Århus Dampvæveri), skorstenen ved baghusets sydgavl samt alle pigstens- og brostensbelægninger på matr.nr. 981. Fredet 1972.* Udvidet 1996 og 2022.;Studsgade 33, Aarhus, Danmark;56,1604010;10,2116810
Aarhus;Søskrænten 4;Jarlsminde;1997;1800;Classicism;Hovedbygningen (ca. 1800, ombygget ca. 1820) og det kampestensbyggede udhus (ca. 1800). Fredet 1997.*;Søskrænten 4, Aarhus, Danmark;56,1328200;10,1276430
Aarhus;Tarskovvej 1-3;Tarskov Møllegård;1964;1800;Classicism;Vandmøllen og den hermed sammenbyggede beboelse (ca. 1800), stuehuset og de vinkelret herpå liggende bindingsværksbygninger. Fredet 1964.*;Tarskovvej 1-3, Aarhus, Danmark;56,1266430;10,0047532
Aarhus;Vestergade 29;Vestergade 29;1924;midten af 1700-tallet;Classicism;Forhus mod Vestergade (beg. 1800-tallet formentlig af Peder Quist) og sidelænge mod Grønnegade (midten af 1700-tallet). Fredet 1924.;Vestergade 29, Aarhus, Danmark;56,1575280;10,2026940
Aarhus;Østergårdsvej 223;Astrup Præstegård;1992;1770;Classicism;Præstegården (ca. 1770, ombygget 1856 og 1894) og de rumskabende elementer i haven. Fredet 1992.;Østergårdsvej 223, Aarhus, Danmark;56,0333830;10,1047830
Aarhus;Domkirkepladsen 1;Domkirkepladsen 1;1996;1926;Historicism;Nationalbankbygningen (tidl.) (1926 af Axel Berg, ombygget 1989 af C.F. Møllers Tegnestue). Fredet 1996. *;Domkirkepladsen 1, Aarhus, Danmark;56,1574370;10,2106030
Aarhus;Domkirkepladsen 5;Århus Rådhus (tidl.);1996;1857;Historicism;Rådhuset (1857 af Ferdinand Thieleman, ombygget 1907 af S.F. Kühnel). Fredet 1996.;Domkirkepladsen 5, Aarhus, Danmark;56,1571690;10,2113780
Aarhus;Hack Kampmanns Plads 1-3 (tidl;Havnen 165);1985;1895;Historicism;Toldkammeret. Toldkammerkomplekset med hegnsmur mod Havnegade (1895-97 af Hack Kampmann). Fredet 1985.;Hack Kampmanns Plads 1-3 (tidl, Aarhus, Danmark;;
Aarhus;Hack Kampmanns Plads 10 (tidl;Nordhavnsgade 4);2001;1923;Historicism;Stykgodspakhuset. Stykgodspakhuset (1923 efter tegninger af stadsarkitekt Frederik Draiby og ingeniør H.J.N. Gebauer). Fredet 2001.;Hack Kampmanns Plads 10 (tidl, Aarhus, Danmark;;
Aarhus;Hans Hartvig Seedorffs Stræde 12;Mejlen;2009;1883;Historicism;Det tidligere børneasyl Mejlen (1883 af arkitekt Carl Lange). Fredet 2009.;Hans Hartvig Seedorffs Stræde 12, Aarhus, Danmark;56,1536350;10,2042990
Aarhus;Jægergårdsgade 97;Centralværkstederne, administrationsbygning m.m.;1996;1910;Historicism;Administrationsbygningen (1910 af Povl Baumann), Vognrevisionsværkstedet (opført som lokomotivværksted 1911, udvidet 1932). Fredet 1996.;Jægergårdsgade 97, Aarhus, Danmark;56,1486400;10,2055730
Aarhus;Kannikegade 1-3;Århus Teater;1981;1900;Historicism;Hele teaterbygningskomplekset (1900 af Hack Kampmann, udvidet 1953-55 og ombygget 1981 af C.F. Møller). Fredet 1981.*;Kannikegade 1-3, Aarhus, Danmark;56,1556666;10,2109252
Aarhus;Kærbyvej 9, 11 og 13;Kærbygård;1990;1928;Historicism;Det trefløjede anlæg bestående af hovedbygningen med to sidefløje (ca. 1768, ombygget 1880) og to avlsgårdslænger (1928), den ene med lille tilbygning mod vest. Fredet 1990.;Kærbyvej 9, 11 og 13, Aarhus, Danmark;;
Aarhus;Lille Torv 6;Jysk Handels- og Landbrugsbank (tidl.);1996;1899;Historicism;Bankbygningen (1899-1900 af S.F. Kühnel). Fredet 1996.*;Lille Torv 6, Aarhus, Danmark;56,1578010;10,2069260
Aarhus;Nordre Ringgade 1;Aarhus Universitet (dele af);2024;1933;Historicism;Det selvstændige landskabsarkitektoniske værk ”Den centrale del af Universitetsparken” afgrænset af Nordre Ringgade, Nørrebrogade, Wilhelm Meyers Allé, Ole Worms Allé, Karl Verners Vej og Langelandsgade (1933 af C.Th. Sørensen), Den Første Institutbygning (1933 af C.F. Møller, Kay Fisker og Povl Stegmann), Naturhistorisk Museum bestående af de tre første museumsbygninger samt teglstensmuren langs adgangsvejen fra syd (1941 af C.F. Møller, Kay Fisker og Povl Stegmann), Kollegium 4 (1946 af C.F. Møller, Kay Fisker og Povl Stegmann), Hovedbygningen med fritstående murstensbuer mod nord og solgård med fritstående murstensbuer mod syd samt bygningen under solgården (1946 af C.F. Møller), Kollegium 7 (1950 af C.F. Møller) med Eforboligen (1949 af C.F. Møller), Tandlægeskolens østre fløj (1961 af C.F. Møller), Bogtårnet (1963 af C.F. Møller), Administrationsbygningen, Stakladen og Studenterbygningen med pladsen herimellem og de to underjordiske forbindelsesgange (1964 af C.F. Møller), Institut for Matematiks hovedfløj, tværfløj og auditorium samt det østvendte gårdrum afgrænset af støttemure (1964 af David Birnbaum og Henning Jensen, C.F. Møllers Tegnestue). Fredet 2024;Nordre Ringgade 1, Aarhus, Danmark;56,1710280;10,1993810
Aarhus;Observatorievejen 1 og 3;Ole Rømer Observatoriet;2005;1911;Historicism;Ole Rømer Observatoriet bestående af observatoriebygning og direktørbolig med tilhørende udhus (1911 af Anton Rosen). Fredet 2005;Observatorievejen 1 og 3, Aarhus, Danmark;;
Aarhus;Paradisgade 5-7;Århus Håndværkerforenings Asyl (tidl.);1980;1866;Historicism;Forhuset (1866 af V.Th. Walther). Fredet 1980.*;Paradisgade 5-7, Aarhus, Danmark;56,1601099;10,2097704
Aarhus;Rådhuspladsen 2 og Park Alle 2;Århus Rådhus;1995;1938;Historicism;"Århus Rådhus (1938-42 ved Arne Jacobsen og Erik Møller), Rådhuspladsen med ""Grisebrønden"" (bronzekopi af Mogens Bøggild's granitbrønd), Rådhushaven, Rådhusgården og Rådhusparken med ""Agnete og Havmanden"" (af Johannes Bjerg). Fredet 1995.";Rådhuspladsen 2 og Park Alle 2, Aarhus, Danmark;;
Aarhus;Skovvejen 44-46;Klintegaarden;2012;1936;Historicism;Klintegaarden, bestående af to husrækker mod henholdsvis Skovvejen og Århus Bugten (1936 og 1938 af ingeniør Ove Christensen), to ældre villaer (1896 og 1900, ombygget 1936, 1938 og senere) samt arealerne imellem bebyggelsen. Fredet 2012 *;Skovvejen 44-46, Aarhus, Danmark;56,1638392;10,2166889
Aarhus;Spanien 3-7;Århus Kommunale Svømmehal og Badeanstalt;1989;1930;Historicism;Svømmehallen og badeanstalten (1930-31 af Frederik Draiby og Niels Christian Skjøth). Fredet 1989.;Spanien 3-7, Aarhus, Danmark;56,1505114;10,2102712
Aarhus;Strandvejen 104;Villa Kampen;1983;1901;Historicism;Villaen (1901-02 af Hack Kampmann) med haveanlæg og hegn af kampestensmur og stakit. Fredet 1983.*;Strandvejen 104, Aarhus, Danmark;56,1356250;10,2078800
Aarhus;Vester Allé 1;Vester Allés Kaserne;1979;1858;Historicism;Ridehuset på hjørnet af Frederiks Allé og Vester Allé (1858-60 af oberst J.C.V. Steenstrup). Fredet 1979.;Vester Allé 1, Aarhus, Danmark;56,1531550;10,2019210
Aarhus;Vester Allé 12;Erhvervsarkivet;1988;1898;Historicism;Biblioteksbygningen, forarealet med mure og indkørsel samt læsesalens nagelfaste inventar inkl. lysekronerne (1898-1901 af Hack Kampmann). Fredet 1988.;Vester Allé 12, Aarhus, Danmark;56,1546420;10,2001420
Aarhus;Vestre Skovvej 2;Det Norske Hus;1996;1888;Historicism;Villaen (ca. 1888 af Martin Nyrop). Fredet 1996.*;Vestre Skovvej 2, Aarhus, Danmark;56,1820970;10,2262440
Aarhus;Værkmestergade 7, 9 og 13;Centralværkstederne;1996;1883;Historicism;"Boggierevisionsværkstedet (1883), Smedien (Grovsmedien) og Boggierengøringsværkstedet (""Sibirien"") (1862) eksklusiv mellembygninger og tilbygninger samt den venstre del af Drejerværkstedet (1862) afgrænset ved tværmuren i flugt med ""Sibiriens"" østfacade. Fredet 1996.*";Værkmestergade 7, 9 og 13, Aarhus, Danmark;;
Aarhus;Harlev Kirkevej 11;Harlev Præstegård;1950;1737;Baroque and rococo;Det trelængede anlæg syd for kirken (stuehus delvis 1737, vestre sidelænge 1757). Fredet 1950.;Harlev Kirkevej 11, Aarhus, Danmark;56,1325020;10,0108020
Aarhus;Klostergade 58;Klostergade 58;1970;1700;Baroque and rococo;Forhuset og sidehus (1700-tallet med senmiddelalderlig kælder). Fredet 1970.*;Klostergade 58, Aarhus, Danmark;56,1588950;10,2048780
Aarhus;Rosensgade 38 A-B;Rosensgade 38A-B;1970;1700;Baroque and rococo;Hjørnehuset (1700-tallet og senere). Fredet 1970.*;Rosensgade 38 A-B, Aarhus, Danmark;56,1578621;10,2093776
Aarhus;Skolegade 19;Skolegade 19;1919;1700;Baroque and rococo;Forhuset (1700-tallet, kælderen middelalderlig). Fredet 1919.*;Skolegade 19, Aarhus, Danmark;56,1555460;10,2115390
Aarhus;Studsgade 35;Studsgade 35;1919;1700;Baroque and rococo;Forhus med sidelænge (1700-tallet). Fredet 1919.*;Studsgade 35, Aarhus, Danmark;56,1605980;10,2118040
Aarhus;Vestergade 58;Vestergade 58;1950;ca. 1700;Baroque and rococo;Forhuset, de to sidehuse og baghuset. Fredet 1950.*;Vestergade 58, Aarhus, Danmark;56,1577680;10,2005630
Aarhus;Vesterport 8 B;Rådmand Halds Gård;1970;1700;Baroque and rococo;Det firefløjede gårdanlæg og den fritliggende, enetages bygning i gården (1700-tallet). Fredet 1970.*;Vesterport 8 B, Aarhus, Danmark;56,1580480;10,2000530
Ærø;Søndergade 36;Philip Kocks Hus;1919;1645;Renaissance;Forhuset (1645). Fredet 1919.*;Søndergade 36, Ærø, Danmark;54,8872590;10,4126990
Ærø;Store Rise Landevej 9;Rise Kirkelade;;middelalder;Medieval;Hele kirkeladen. Fredet, udvidet 2006;Store Rise Landevej 9, Ærø, Danmark;54,8540610;10,4004270
Ærø;Brogade 21;Brogade 21;1919;1788;Classicism;Forhuset (1788). Fredet 1919.*;Brogade 21, Ærø, Danmark;54,8883790;10,4115180
Ærø;Brogade 3-5;Brogade 3-5;1919;1775;Classicism;Forhuset (ca. 1775). Fredet 1919.;Brogade 3-5, Ærø, Danmark;54,8888472;10,4120186
Ærø;Gyden 20;Gyden 20;1919;1821;Classicism;Forhuset (mellem 1821 og 1852, bagsiden grundmuret efter 1867). Fredet 1919.;Gyden 20, Ærø, Danmark;54,8890284;10,4109221
Ærø;Gyden 22 (Brogade);Hammerichs Hus;1919;1803;Classicism;Forhuset mod Brogade (1803, tilbygning mod Gyden ca. 1900). Fredet 1919.;Gyden 22 (Brogade), Ærø, Danmark;;
Ærø;Nørregade 1;Nørregade 1;1919;1820;Classicism;Forhuset (1820-21). Fredet 1919.;Nørregade 1, Ærø, Danmark;54,8555800;10,5167240
Ærø;Nørregade 13;Nørregade 13;1919;1807;Classicism;Forhuset (1807). Fredet 1919.*;Nørregade 13, Ærø, Danmark;54,8555030;10,5158110
Ærø;Nørregade 41;Kochs og Drejøes Hus;1919;1795;Classicism;Forhusene (1795). Fredet 1919.*;Nørregade 41, Ærø, Danmark;54,8876340;10,4134660
Ærø;Nørregade 47;Nørregade 47;1919;1802;Classicism;Forhuset (1802, gennemgribende ombygget 1828). Fredet 1919.;Nørregade 47, Ærø, Danmark;54,8873960;10,4137240
Ærø;Risemarksvej 8;Risemarksvej 8;1994;1790;Classicism;Længe indeholdende stuehus og stald, en fritliggende udhuslænge (begge ca. 1790) samt de brolagte gårdspladser mellem bygningerne. Fredet 1994.*;Risemarksvej 8, Ærø, Danmark;54,8496440;10,3954290
Ærø;Smedegade 22;R;1919;1786;Classicism;Knudsen Clausens Fattigstiftelse. Forhuset (de fire nordligste fag 1786, de 12 sydligste fag 1807). Fredet 1919.*;Smedegade 22, Ærø, Danmark;54,8896400;10,4120180
Ærø;Søbygårdsvej 2-4;Søbygård;1978;ca. 1770;Classicism;Hovedbygning (ca. 1770, ombygget ca. 1830, kælderen ca. 1590) samt det trelængede ladegårdsanlæg (opført i 1650, 1750 og 1775), der ligger omkring gårdspladsen, de to vest herfor fritliggende bindingsværkshuse (mejeri og svinestald, opført efter 1850), den brolagte gårdsplads med et valnøddetræ samt stensætningen og de stynede træer på og omkring borgbanken, stensætningen og brolægningen omkring ladegården og stensætningen (broen) fra gårdspladsen til borgbanken. Fredet 1978. Udvidet 1994.*;Søbygårdsvej 2-4, Ærø, Danmark;54,9240890;10,2892454
Ærø;Søndergade 18;Søndergade 18;1983;1770;Classicism;Baghuset (1770) og gårdspladsens brolægning. Fredet 1983.;Søndergade 18, Ærø, Danmark;54,8504970;10,5200030
Ærø;Søndergade 42;Søndergade 42;1919;1799;Classicism;Forhuset (1799, bagsiden grundmuret 1873, porten omdannet til butik 1950). Fredet 1919.;Søndergade 42, Ærø, Danmark;54,8871660;10,4130570
Ærø;Søndergade 57 (Gåsetorvet);Søndergade 57;1919;1825;Classicism;Forhuset (1825). Fredet 1919.;Søndergade 57 (Gåsetorvet), Ærø, Danmark;;
Ærø;Søndergade 9;Søndergade 9;1919;1778;Classicism;Forhuset (før 1778 og før 1821, gadesiden skalmuret mellem 1874 og 1916). Fredet 1919.;Søndergade 9, Ærø, Danmark;54,8881830;10,4100460
Ærø;Tivoli 4;Ærøskøbing Bymølle, Lille Mølle;1964;1848;Classicism;Vindmølle (1848). Fredet 1964.;Tivoli 4, Ærø, Danmark;54,8859050;10,4134960
Ærø;Torvet 9;Visdommens Kilde, Den Kgl;1919;1789;Classicism;Danske Skole. Forhuset (1789). Fredet 1919.;Torvet 9, Ærø, Danmark;54,8880240;10,4115170
Ærø;Vester Møllebakke 4-6;Vester Mølle;1964;1834;Classicism;Vindmøllen (1834) med tilhørende maskinhus, samt stuehus og den tidl. avlsbygning (ca. 1800). Fredet 1964.;Vester Møllebakke 4-6, Ærø, Danmark;54,9258253;10,2787690
